EmployeeNumber,Age,Education,EducationField,Gender,JobRole,NumCompaniesWorked,Over18,TotalWorkingYears,uuid,EmployeeNumber_HASH
1537,31,3,Life Sciences,Female,Research Scientist,1,Y,7,6327dee1-e252-4c4d-a4e1-f16e37ed58e2,a4ce32503bd50ad600dfc7bd95715c7478bf0a46214a75301e9f2fce49615fa8a44e18680ed022d14c35d2b27caf4e5c589ea40cce68475c0655120c96148aa4
1539,50,5,Medical,Male,Research Director,1,Y,32,0e85ff17-a92a-46c5-bfa1-6540f1a751b9,fb8dbbc90fbe420f3eb7a46404b0df849561e76383e953d665cba574d049ccaa2c69e1c8c708a7cc1c2f4aedfc30db61321859c6d9592c4eb93c0f088fa1ba9d
1541,34,2,Technical Degree,Male,Sales Representative,0,Y,12,b71fb774-45c9-4957-b5d0-0406cd8e6bf7,f61122d4137de0c41fc2aecd0b366a5ef6c3f50bc09badd996064a2b0589a9e72cd2d7b5144c50bb0ada172c69c89e53c1ee7c0707087d5309547b86cf1efb22
1542,42,3,Medical,Male,Technician,4,Y,4,0983fd03-2f21-4698-b9b7-6d4be21600a3,543cd385757503fac603ab8a0075234e08fd028b74cf17b1ff09ec1105b1b5f15ea61444890abcd1387bca1942e2190bcaff599e155bf6b7591837f2aafd6378
1543,37,3,Medical,Male,Research Scientist,1,Y,10,c0ecfd23-5419-4adc-8601-1e243f5ba9ac,c43d8a03334a93d46e1bce281f0e0d57868e9001fdd48e14f17e1d99087b527e52818ae8da102586ff96bc4b6544fd0dc075f6d8c3358cb1bcde3e8efdc90c4b
1544,29,1,Other,Female,Brand Representative,3,Y,9,7fd293ad-221a-4637-8f48-45380c8fbcb6,6096360468df9023069c3cb103f186f1b102246ec2fe68ea62605cf081a79e94828fb17ae43d4990cdfebe3efd23f1fe7d48e7f71a60516feed46eaf9f58e5fe
1545,33,3,Life Sciences,Male,Marketing Director,1,Y,5,bf6f5fe7-19d4-4e4b-ad2e-984784f754f7,dce2494d352ef34a9eb8bb57c1a671f22704afc8ef92425444b897b9f2be3b2126a8e1de199a583c66f2e7c77c1dc923864193a202ca34563a29c35ed550a660
1546,45,3,Technical Degree,Male,Research Scientist,4,Y,8,58677cda-bac0-46ad-9b42-c0ad6705db25,7fb0c66b7b70095303757ceceb81dfaba71ddb6e05024cfecb1b0dcce9afd17eba12a7c2384fe7e95edf7b01c5f7c4ee8ba5f78f92bf5536c09f28b475a4b94b
1547,42,3,Life Sciences,Male,Brand Representative,2,Y,24,f48e30ac-ba06-4deb-9109-75a2d889c653,f9a5cda547553df62289c4d75b7d78761692aaabc077e6ecabbdfa348875bb147d035d9c6be1d4e28de68e3f60215dd85ffc33f91bef6484a20bb7f8ac4e981e
1548,40,2,Medical,Male,Sales Executive,0,Y,9,b7f304a3-9224-4280-a170-c679121248b9,d2f2eb48147f4bb0af5e84fef0d753ee1b5c0213d033b8afc9b29d87f5864df17b7381272ba1d421cafe184063e288ed79bc77ee2c0fad72972e2802d4917343
1549,33,4,Life Sciences,Male,Technician,1,Y,15,4205b944-f1cd-4b37-9941-3dd470cdaa52,9f3fef897aa7965b0a87507782c10f80d2ec44458a472749b20b7916d7ef4a5f806d8ea3948a73523174b45c765c4cf855635ae0dc5eee6307572b65a74d14a8
1550,40,2,Medical,Male,Manager,1,Y,21,a437660f-6b94-41f1-b411-5f8f8a11f342,11bcb8750c8579201d0b461f9df5660a51ba64d42661f6467b42203e0fd1a696e1c4d5b447795b09cb8f0c1b0640f5f03104eb5e6df7ce787b06c96762572ee4
1551,24,2,Technical Degree,Male,Technician,0,Y,2,a37025cc-7d54-4ab9-adb7-19d183bf365a,fac497d7ccf47a84330022dd9d4a6d3a2ba8ad92d3bf06de7ef32ea5827fd568f3178eaadc1d089ff29cd7f7bbfba1face79d4277617cc9353b4ef64a2d8dd5e
1552,40,2,Life Sciences,Male,Brand Representative,3,Y,8,a4ac6ac1-7120-41ed-aac3-77e5ba4f7f00,d38df883a9972ba82923072beda133f5b958fdeb13f6862e0028e98481a917330e81a2d7eb8fbdd1cbfe56430e160bb08e5a01aa1b0ea4b95c62d465cea5efc2
1553,45,4,Technical Degree,Male,Brand Representative,1,Y,10,4955a4f6-ddce-450a-a9f5-3b2c1b8a3c65,cbe729a469ea9f7bf264af1138213b25be050374c6db32b531defc900fbcbb194bf5e6813283cf16e48ed39e0371051488f1ca74b8ae6fa4da0af427f22681be
1554,35,4,Life Sciences,Female,Sales Representative,0,Y,6,a5f23e83-59f3-447a-932a-eb6f0f279dfa,460ae5358a643ebf2d85e6891a3cfeec1caff9653d04ead1774ded1de6648114ed67cefce8ecb05d523a56f748e5678da2ccf0f0ad7844ece688280497fa4008
1555,32,2,Life Sciences,Female,Research Scientist,3,Y,12,31e881c7-4ef1-489f-88c6-97817fe6865f,ffca8b9cc1a2edae0decbff31cb929e7c061c09ce84b1d6a49413adebd083c1546d2d0e60e50dd9b3718ecb6f75d906f51b7e4ee9fb2362ee39627aaf991c0b3
1556,36,4,Life Sciences,Male,Sales Representative,3,Y,7,0654d73e-f81c-4e4f-a0ec-2dcfa9e126b1,13134b56450faed1e5bd306a1b0ee87390eb4845aae2166c890abab88ac0d3eaee5e0cd2bce29804f2224b0048ae7fcbbfb6b70a867b0bf25297d9675a5b2998
1557,48,4,Life Sciences,Female,Sales Executive,8,Y,18,acf12fec-761b-44bd-886d-6de45eeb516d,6741d18fccfe185e384217be8e3e7e18fddd076920d94d8192dbef0640fe426a3a351a0b6389d4e1db2d69063ec7fed8a8b5461d29898418c439d62fee13085b
1558,29,3,Life Sciences,Male,Research Scientist,6,Y,5,fe293a45-9b80-408b-9057-7753f2a18ef2,8531f89a678295b408cea6ffed9d7f0cfbe534a26ea5611fd96593c09806f6b0a2f82e2c2ecd4da4a02bcb453d088e1f79e40489aca557bc4678ddbc109468ce
1560,33,4,Life Sciences,Male,Sales Executive,2,Y,8,fccf1b60-e26b-435c-8614-cff2f8eaf6f9,2173cb5e0e8885b2999bb239408eb6ef6d8b32354b5d27df3f8a4734d60e8641feacb9e95034504ed44ed2c249458712890a6ce772d962f769a80e491f820e79
1562,30,3,Life Sciences,Male,Sales Executive,1,Y,10,69390a1e-52d5-4bce-9786-b14914681f08,9d2dbdbcc998ef44209660fb9a17ffa85e0dc6d8c7fed49e96f2f9561e6a1c092ed2249e72da5ee98292ea44d9471a0adacaab86239fa46edeed3c17fe4df034
1563,38,4,Human Resources,Male,Human Resources,3,Y,10,9783d824-3832-4eb0-b2f7-3ceed906ece2,844094b02ca88e7d47b6b4f86bae0469fbdaecbf544318e2744bb98c0113b01010b0158b2c1af1ceb50bf188efff2014eef17c56c05dda6c6bdf9e025ac12506
1564,35,3,Medical,Male,Technician,1,Y,3,d4992b79-48f9-47f5-9c13-8d79f19a2ff2,5e2640205c53a725aa278320dea26da32ed2b8ee3879de6092b7fe17b3562310d75cfaa1eb2d02bf2cc636fe874cd95692e77379d87908ab459a288ab7847635
1568,30,4,Technical Degree,Male,Sales Executive,3,Y,9,4e1523d9-6fcd-468d-af71-80a62aadc592,a97f87f6ff32b47196dbce145189fd087bdebcd457e578a1dd36b82c21887e66e0658d952150f321cd8c0ffd3eb84319106da50d67f938045cba1c3f2732524b
1569,35,3,Life Sciences,Female,Technician,1,Y,1,cc8b1b17-cd10-46b7-8243-98657abd6f38,388078a4cb4b7d1434ccf69392488efbe83afd191210b11b0f3f62b25b9040f171d847fe7fabdb34598ec31ad0f6e71e4e89c037bab2253593e115b9129e046f
1572,53,5,Technical Degree,Female,Marketing Director,0,Y,34,9a0640f2-e892-4e2c-a845-5e6c646f67f1,3558941ee6562154a74eede6afcf3d1c47def72cd2d669837126f9c2e615da93ed353f7ec0745f2c0d2d955f205310f08c541f584e21e711a1fc6227b960a3f0
1573,38,3,Medical,Male,Marketing Director,4,Y,7,7412043b-37af-47f6-86b6-0ab85c624c8b,278828cf3f8848c848c516003df507f550e201e6d637e941b78a73d60e87510a3faea500555449039964b1cb06c764121e26570f1152cfece1051c1d3bdf8a07
1574,32,4,Technical Degree,Male,Research Scientist,4,Y,9,33408505-950b-4d9a-a025-d106fd35d00c,2f54cbf4e645ebea6f0aa3afad7bb0ebb445ffb9b50cf2f70771fa596ba1192eba176a83fcd09f8574c3c37a62c2742a6d9a68755f59ad226139cb66abc02f66
1576,48,4,Other,Female,Research Scientist,8,Y,10,e86b8e48-9bac-4bb9-a2b7-c208abaa0fa0,4b18688ed362c9977b6cdcea95a378483e732ccfc554bd852162e263cd5f0755f74f679658a6f5a03674585daeb39821672d4b93efaa0948d22136ab33687329
1577,34,4,Medical,Male,Research Scientist,1,Y,1,6ed66dfc-c2de-491a-a960-dad03105197d,590b34a51264ecafd15695a9ed3c7f169bb88fc03177be5915b40ae141de7848f2e7a49f6cb559387ffc5281471d0fe90d9e0b16161bd32666463c8ef8f36843
1578,55,5,Marketing,Male,Manager,1,Y,36,125e9ee1-1c30-4959-837e-0b15cb077184,21b744e7ca93993d6ac70107c3d80746501bd088713a27db7d84645c3718481aaa3eef2beed2fc11bde8e96850cbee04b5d977eeeba95ece3863949753ac3cae
1580,34,4,Life Sciences,Male,Research Scientist,9,Y,9,e9bcff2e-66a3-4bac-b201-7b902d20b092,ca50cf72195efed0a98c27ef8202a0138584aa93e6d890cdfcbfe356d0592ca85faee2d894359120d00f011e4483d732e41d9382267ed85be65b87403e3ce0b5
1581,26,3,Life Sciences,Female,Research Scientist,1,Y,1,0065fdbd-2f71-4271-bbdd-1f02f6d8420d,1e596183a60704c6383d30867bb1e834902a03f98445f7c178d8f4bde1e5ee081d0898c81712892267709a36bd3cdf4636972878ddae59424b4864ee2104588b
1582,38,3,Life Sciences,Male,Sales Executive,0,Y,10,d7ed16ad-dcc7-4a60-b16b-9c830ef008a8,bf5d65b0a012ad794447db74f4c7ad688f64e13c552598d2475dbb530f044e941e8b295c06976ed74b1c69b41c46218ca5dc15f4d63130e2175d8310ae467f39
1583,38,3,Life Sciences,Female,Sales Executive,2,Y,8,2dcbf894-b71e-4140-b29e-55e73372223a,4fe399b3ded346106547cade644d298111a76b1026000f38c27bdf9f358761396b5416159849461988da4ae1be0362c8afb1e7bb025d97e83b0657989f929102
1585,36,4,Life Sciences,Female,Sales Executive,6,Y,15,6897a41f-ed59-4b68-850f-42d5031c649b,43cb6d2a4a9ea699c3246687df9e17846cde934be1cbb2363860325f4bba8a19fa11f0bd96b659997346cd21cdd55c3843d8aaecfd257eb841b14da2560c7624
1586,29,1,Medical,Male,Technician,1,Y,10,43ed13a2-f27e-4c36-9c06-d8917f6ed57f,c7f577b11f403e9dc2c0300782e939a1da8394c4b41144a7ecacc0278787cedcf1e02ef785036532a8f0b66267554e0694f69fd0b425306ecc792bbfba077649
1587,35,4,Medical,Female,Brand Representative,3,Y,10,9cefc4d1-6452-4b96-96f1-f10b91dec92f,337472fe824bf3b30c9d18d018fe91586e7ff62c86c8ed6a416c48a098a6f084ddf7d7c0d077fc03c2a3d5621cf85fcb0cdfa324ac0cd792f8f4a2f9c7b1a882
1588,39,3,Medical,Male,Sales Executive,2,Y,11,35db7710-6dac-4fab-84f1-d5b0ed175aad,de0c55dc92b050388abfb86935b9bc339849143e9fa81fb7ce32b524373732e0ea575da42a9d5164a6b3083a4b698eda59893fe353d564484410b57edf105add
1590,29,1,Life Sciences,Male,Brand Representative,1,Y,6,91d5b1cb-e1ce-42cc-9143-0818f2b27b46,6a805ada8f1846e7436477d1419b17fe621b9685145f4e1bba24600f84039633003804351bf9629e76d25c27881d1160b2784dde75b52a3fe01f185a912c6330
1591,50,3,Marketing,Male,Manager,4,Y,27,12a642a5-16f7-4700-84d4-0fc34ed576b4,0555cebc99a89cb76e7bc4e8ed7c69ee06d3f0d532aa420898a6048c00ec8256f40c00e0ab388bbfe60ad7734211a91d53bc087a2a48e9cc46a1feeb7e50faeb
1592,23,3,Technical Degree,Male,Research Scientist,2,Y,4,3b95bc9e-121a-45fd-ac8d-0e3496c64b7e,bd0d76cb4c07cdd29aa1122f1752de72bb2d568c74bc636855f165abec76eed0423d3d774a1820d0ce707e0d6b4bfc4a387142522250ba68e3710557e9e202b3
1594,36,4,Life Sciences,Male,Technician,3,Y,9,abcd4643-4ac6-4d83-8051-85ab00668bc1,ba83d9573e75be614166b9ae73fb39b1fb64e6c9a8c8bb441f12936d18526bf48a66a4de661cae91c94ad331395e8a8afa08babfb9c0e1eac016073bbb266950
1595,42,2,Other,Male,Manager,8,Y,24,443a966c-e2d7-4d13-ae2f-e53a7d82f55b,c3cab67185d3735073df84d74b57fb3a7437902f30b64393f70986b033d22026e4d73d4105ffae3df23d95b0e464a8c6edae7267516cc21b0a71d6681237eeb1
1596,35,3,Life Sciences,Male,Technician,1,Y,10,9cf195da-8c56-40ea-942e-bc6ad8760417,9b57f062c26d65b6f1795e2afeb91b40ba1f6bd3a9144a9e6815b9994c17f108eaa5107b93ebf1a5b11a953c3d48c331493738e612a10f4c362dc30afa5deb54
1597,34,4,Technical Degree,Male,Brand Representative,1,Y,8,ac02cb13-5493-4c42-ae7d-0ecd791adeb6,a66b400a80b34e20b1610691c220213dbe36d5fa282d0adde902012ba51323f72c735108eb2d441ea25acac2ef1715b924b2f5947956731fd06e4d8775ffd64f
1598,40,2,Life Sciences,Female,Sales Executive,1,Y,5,f78d1d7d-1404-4729-891e-7d21d8a5e7fd,0f63cd4c6be328696a87ea7224eeeaa4915281f893d62409fd40bfbccc4846137a07ebb84b29d4cac184cce085ba3d92bcd423ae23fc4ae6ddd9aa2fd2830d36
1599,43,3,Technical Degree,Male,Technician,5,Y,8,cecb8981-09a2-4672-bda8-21cda6d1b345,27e7407ab5b9af0f6de877e10919905ad939c969aa9122d0ba16be7bb32d26e8bcf8cb95069e788f6eec7de5ea94f976eec34e824c895c2ff224e7520f14d238
1601,35,2,Life Sciences,Male,Technician,1,Y,1,aa2526fb-5bd1-4b3a-9be6-439a566ba5b3,480d396e9cc282d83f85a936332b6827649b3677cff406bbf33a333d95682f08a536977116f734fe0c292cc860a6a85828c75157d8b17bb93d09fc23d3cf924c
1602,46,4,Life Sciences,Male,Manager,1,Y,27,c1850447-b546-4f6f-ac87-7c7f8b98268b,270834179dcd0e8552538ae2508610c2e42d44652c402ae0f1b8e41f9518051f4b39cdd23195f3255a9f046486099637097756dff3ca9fbd7c639befaf3afa00
1604,28,3,Medical,Male,Technician,1,Y,1,d696b28c-ed08-4945-af06-9a0240dbd481,7a2c0580a276bc473d5c123fa12ccd84249a0bb5fba0b1f517668afb9876ba1f9e25126e03f399848533885cb1f97ae446cfd2f13e33a51712a722b3ff204784
1605,22,2,Other,Female,Research Scientist,1,Y,4,9e279e35-395a-44cb-983d-cc2b2672dd6d,5c2561d709c054e696d4beb23ea40326a21342b00fbe01a24b79f2a11d79655792d18ff9446c6f5fffe4645523c5f197787a47af80770f6e1b9c2702c1bca943
1606,50,5,Medical,Male,Brand Representative,2,Y,32,bb488daa-02b5-4e82-a1a9-8fc2173ccab7,6fc719add3aa1a5f1eda1a9eb92b3e19e40ad11842a6a6c8c53bdd55b9834d5152c2fc81e70a68f83ab2ac50d632ee567bb1d8530d6ee292fed74259f06438b1
1607,32,4,Other,Female,Research Scientist,3,Y,6,76cfe700-5f69-42a0-b337-fb05962f1a67,558b6bed8adb285eb373f14d5e498eba4c1e7bc26c908545bd79ceaeaff623d48c9cbd25fcef23b53cca5d0674c67dd48289e91d1bc3ff52baeb3f4d8958fbcf
1608,44,3,Medical,Female,Research Director,0,Y,23,f0f5044c-d583-4560-ac0e-bf99c8de9086,c2435781e499cc091051472a17b5690add20ae52b11665119a56d57ef8ec316587930f11ee697e5510698f48c975f8cd5bd9e48a7d02abb6f2d0a21057e6a853
1609,30,3,Medical,Male,Research Scientist,1,Y,6,902ed538-fec5-409a-9a0d-b07d0d07efcc,c3162218b885ee896597175c942084319c455f6ef41eca5b255870a165de94b1510ae2cbd93a19ef8b989847258db5ea979ab24fd1b566014945540b2ab4396c
1611,45,5,Medical,Female,Technician,1,Y,10,9ddbcff3-8b7d-4458-8315-2ca913d5c1b2,35a9aa874e4a798f8b1b0d1156ef1d399597c874b502eb2bf1c0d974db1b726f1518621d9341561f21b4315919348aa324f5ed1fceb524090d590a647b258e50
1612,45,3,Marketing,Male,Sales Executive,1,Y,10,256e3d08-a85a-419e-b2af-6603e392b5e1,236ec705866621c71c64e724db3b53d1e4d7cf350d2f1040b1ab60c6d26d1a2e1f37f39e2e8404530860a73d16c18dfb79243c1dbf2822da4d8a604a1c80ef5b
1613,31,4,Other,Male,Sales Executive,7,Y,10,da9b45ec-f4ed-4b0a-9636-9e68086e24f3,837c503428857e4b2bc4757ca5498dec6e74cdb2be3600a1262cff3631b637003d6adccd7f0ca35ca94d5a3c356e1a68e1fc5a754645c4502509b9d07185337f
1614,36,4,Life Sciences,Female,Marketing Director,9,Y,7,926839cb-b985-4722-91ce-b44d1f953bff,bf8a39cc4c207cf5a7fb5682f76f034502510e35b333c1fb30f99cab5ab17127f298a365b195425013d88d93d71c39cef10722d99cbeb55d5f70ffc845115a84
1615,34,4,Life Sciences,Male,Marketing Director,1,Y,9,f850d2ad-f231-4200-b287-e345879703e5,85c552f79c3f5e70fc1b18335bb016d91b256814a398c6a41fda7c3a6638d53d591b77926c5d68d9d3dfd581326ab4718a9bc24383143e6ff1b1c9f43e308025
1617,49,4,Life Sciences,Female,Technician,1,Y,10,27f419f0-fcb8-4f85-b571-b4e058ebe4ca,652a7bb6862064c51153d3278feb8a3ec763b882ad2c896289ed00db7ee95e61cf3ede985875cd66b3e2e36b8f1d1f0676bfb7ff470c10cd8410f5099db7b95f
1618,39,5,Medical,Male,Marketing Director,2,Y,10,1c78709b-0d81-4e1d-9ae9-0b9907d46fe9,93dfab5472c0324b2e8d8053bff91e7f553c705f3407a2ee091c13ce46c7f497a4f31c0bfa8d337e332789ea5ab9ff95347793a751c9e78c2d8e6b630b846d15
1619,27,3,Other,Male,Technician,1,Y,7,06cd05c5-f59a-4257-855d-1d7a440e0824,675ad0ee07ed5a662aad6dd0dc3ff609398ffef2de75107c919d127bfce3b0bc4cd589c88c07361de2a6d351aebce1530e55416edcb8aba06e66d1826f90ed2a
1621,35,5,Life Sciences,Male,Research Scientist,1,Y,16,a9a277c1-5f46-4fe6-8044-bc1131264c90,e189815c599b5c4c9b50c90a9be2bcd9231a2035270c7af3eea00793a7987efdf508b3183d8573c5d9d4b33a70e1078c7b2377373970c1bf32f8fc97b2fd80a3
1622,28,3,Medical,Female,Marketing Director,0,Y,6,ff138ed4-dd6d-435a-990b-37edf2e5609d,d488cae010c181ff187372d0779e49997c76ea4f28c2231c7958832f55fd2ee162db424f91cebb488deb8cfb75754987e7f2d8d332640ffbc7221d7340f2a15e
1623,21,1,Medical,Male,Research Scientist,1,Y,3,4a23c7fb-56bb-4955-9d3c-6301edc5eb33,82c958b049ea75fca7c9b77a613c3c24f03c5ee3cefa1555a0a5fe498ebf22dcd20deb6bb69f75b5acb7bcdd79616bcb8e2649550566344492bfcf5039b0d9db
1624,18,2,Medical,Female,Sales Representative,1,Y,0,c393cd47-89d5-431a-aa79-7fc16c320d15,84ba6c7ce652356b2c75b1fab676d1e986024874b488f068da7e8179ef3f124d56c098f17b7e40ac6df42d350bfd9543d6449b03a61dd629796e1412681015e4
1625,47,4,Life Sciences,Female,Manager,3,Y,27,997c2013-0e1b-4a67-9fad-369cdf847020,6b9bac25de21cadbc42e64eb89e03767b13eac1c8b338fd232f009cfa8e3e5f5e8b3e0c9f32284b4e2eada30d40e9c7746d63d6083510cf3df2bb67865e1f37b
1627,39,2,Medical,Male,Technician,0,Y,11,d2acadaa-5260-49d4-982f-889d35223263,554e8f627f6177df608f8af2ab2095de9cce3c5cd780cfbf0d431583b78f0b39dc4ccf3a7f92f10967e33db539230ce0fe1e71f5e3990131a2b3cd2779833ecb
1628,40,3,Life Sciences,Female,Marketing Director,1,Y,18,bcfc9bcf-4bb4-4e1d-978f-3cb496c25edb,83666e519d5cc7cd0d9581c7f7b805462af31e99f855f9e54a25992f938779ac5de9a9200039fc9ab980cc7513cac724702fe82d4db4930227a38a615fe6deae
1630,35,4,Life Sciences,Female,Brand Representative,1,Y,15,c3031a98-6258-47b8-bdc8-d08ab03c8e28,e87775f1db639d9689bde9fd066a18ada716c60cde480806aed7e7ba4afba807d765821bc790b586740180ccd5b3b73612dd885e84e83015f341ca453939b3a0
1631,37,3,Life Sciences,Male,Marketing Director,3,Y,9,5b087f1b-e323-41a3-ac29-9ddda288f4e8,8cd6eb9b59a91e8498fadfdf2d37913a442eb3a5e7af15723d5d6bd6bc157e61233d33b28ecb8556a5488f72845124437e67b96fb1b5bf5b4420286e46efec7c
1633,39,3,Medical,Female,Marketing Director,0,Y,10,5b9c8368-e144-4d66-829d-cf785b5538bc,6b5a66b18716f4f16aed5ce25da4f7e39a805f310ea2c084b8b6879db9c3825aeb4bd8b2287f6f1017c7d1f2eacd55bf8def2df55f8538ec674779719927e128
1635,45,2,Other,Female,Marketing Director,1,Y,10,870fca8e-0678-4ebb-bb62-612aa292f891,2ed8d75cc2f056c898b9e1e74ba2aac2aad150ed700c56b9861229ed7a659f872ab486e4b8e4fa9e81bfbcfd2cfd651c2ad117c4380c1bf55312734f53663ae4
1638,38,2,Medical,Female,Marketing Director,3,Y,10,2352b7f8-a0ac-45ca-9249-ae94b764e8aa,d5412f8aae587a6a433e3a632ef02abc559e6ac3753a88aa76fc9e7f71a1ddc57d205b8858cfa4925d34681ede4131015d0ab4f1158a14245d7f741a780c1e0d
1639,35,3,Medical,Male,Sales Executive,9,Y,15,ee2486b6-b32c-42ed-b572-a13033128d25,3b19b5a7c22cd48d00cd7f9dcf5dcd6b03ae5104c0445166972ed4405d41e8486e731ada1d7f26cc508ff35361c1cf3b9c36c864ef5a72d37f1d8bded42d98d8
1640,37,3,Medical,Female,Research Scientist,1,Y,8,f07aa13b-5666-4cf0-a3e1-451ddf52b472,7237f0210d4f8a06dc4c6cd3abd06cfc0bebc2a6fede91a27bed33c579274fff4f909a69382390c79151d3ed0ea38aa6c0d4fa6e064919e6a9a7d200a5c9fd24
1641,40,3,Life Sciences,Female,Marketing Director,6,Y,18,7030dcff-363a-4d20-8460-444e3adc7bbf,3964acf70c7f28ddd7ac9798e83bc3c89eed88ad881389202a44171805c96f2dcc3c714193130335a4ec3ef586c2d48ce59e997d026edab8a3ceb7449e0c6feb
1642,44,5,Human Resources,Male,Human Resources,4,Y,14,7c034195-8053-4b70-a516-473a1e4680aa,40ef9a2f5e84cb260e9c387b8b91fdf2edb9f8ceb81b1757576687a8ed86fdf3048e08eab1a14cfaf39243ae31c247c8c5cb569377ccaa3ac6363d1a36d2392f
1644,48,5,Medical,Male,Manager,2,Y,23,ad19c2db-d2c6-4c0a-8faf-f79295b6c5f0,313c6547a4655a1e48503a7cd6d056f749b5377db51e26ac57bd6da5b67d436799f8f83da4491223bc1f4ce3384415497fb1e644f6d61a1df187ba336cebf473
1645,35,2,Medical,Male,Sales Executive,6,Y,7,326b8c46-2f03-465a-b0cf-98ab015eaae3,547617922dfb6023ea72e45a32e9b13f79907bb05494e3819493c7613948414b1f6cc04f543248e0af6ece7a88f2f5ef0209848ecdefae6fb2420e12fa143063
1646,24,1,Technical Degree,Female,Research Scientist,1,Y,6,6d427cac-2096-4a7c-9e8f-1080b06cfef8,6f246c717dabee26f0f6c770861e4526ef0a3582b4c5eacd0720a60384399407ec9fd2d06cd721a28dcdcf0ab0d108c9d707e6f2e481f29690a40a4eb8d2c215
1647,27,3,Medical,Female,Research Scientist,7,Y,5,e933d00c-f4ee-4a1d-9d1e-87ad36fa81d3,382ace8199121ed4e546b50d90527680fc0fe7f328d6ad7415aab0c7e19277867322a76316d7a426858ce10e2c1ac32173a16d39d11af9548ccc6eae07970ae8
1648,27,3,Medical,Male,Research Scientist,2,Y,6,f9015477-9c73-4a07-87d4-5f7d5bd01224,b06a8ba5f7ad1b757d2af21a816b3405504931e9656beff6577dda5307263096ffdca2ced0463c4cc4302f31ad0e6498d53e9241ba6f6cc92ea7815d057c8f66
1649,40,3,Life Sciences,Male,Technician,3,Y,10,57b4d5ef-c6c6-4ccb-8874-d016f0e23ff9,212c173b38f0d4ced087c8ca4936c4ead0e7b072c3b0580655e967089516b2f9477c6474261e3b0dd492c3285375df284f4507101d7ae9c2f16c85404d7d16d6
1650,29,3,Medical,Male,Sales Executive,9,Y,8,2b89810f-fab5-46b3-8453-68a3ba14f93b,29bbfefb3c17ff39406344c3c94cfa819b6d3a2658e9e2d83a01c56b5830ecb877d823aefa5a648653a9732d3d70200638b2f2ef141ad8e98ad9980dcf756d23
1651,36,4,Life Sciences,Female,Brand Representative,4,Y,9,bebaa3fb-e60c-4f8e-9b78-10aa07d9bb12,05b2764bf714dbcfae7f64d31e4350fcfa94efb4fe88980aa298de6e67e45445497b0f6d1b6ade32c96571cec7b94329247ee48c0213f52904a1aa2c034e3d47
1653,25,1,Life Sciences,Male,Marketing Director,1,Y,7,f21890c1-8ced-49c6-95e3-a3ec58232eb0,25eb5bb6922e53c4d35a5a505b74830ddd47ab431e6ac743f5b3855a580ecd1283ee9a10dcb78872059440a76ca1a336870ea4558aecb127ef4fb99e81254231
1654,39,3,Medical,Male,Marketing Director,4,Y,7,412faa68-771d-41f2-88e4-b12aa25d3825,10eda0d3a71085fd8ee952604f2531c4543a231982f0c7a97abec14ccc5403a31814b20bd40dd26af44a85227901cdada55c285df1ed0654bc2749468cbe9853
1655,49,4,Other,Female,Research Director,3,Y,27,c1e46a60-a1a5-4dc0-b66b-7f5500d661c1,eb7d0447d80d6d8dc4d65ff49981456148b6e39ef47c3dec166bfc5b82c391a1c6822a1d59e83aa56120054099928a1e844e567bd16af1bdf05d1fbb3fcd620c
1656,50,5,Life Sciences,Female,Research Director,5,Y,19,053b40b8-5ea7-4c3f-94a8-6e1e4edb8ad6,7a07942ec77581fa41e53c951d2be25fdc65e79fb75bae2a6e7624d6459facc8efc57a9c84857df95eeb73a64df08d9a7a8a3b6b1935dda3c0dc024b95e285b9
1657,20,3,Medical,Female,Sales Representative,1,Y,2,6c2f5dec-157a-4ac4-aeef-b9f024ff9f99,823395077de7d838caac503c12bdbda6d7e898bcff77e73323b6338f39bec76fccd56644d92f155af78933e55662e046f8fa66147bea5463faf79935d56f1d3d
1658,34,3,Life Sciences,Female,Research Scientist,1,Y,11,c48fd77e-e8ca-4f31-ba61-70b842c06d07,360d5db35a1d088dba2e9d104d044d37ac8822e32096c2e0577950a2a8bcf00750d84380b9cd86bb33e76f979b405e35a1738bb7f1c75abff1900744de763888
1659,36,3,Life Sciences,Male,Technician,2,Y,15,dd539a39-1d55-4f5b-842a-155a9f4e08fd,e7386f22ae7e75518412ccd16ecb61e68a5a90df7c38f8f594e5655e4fbb6d23c2e8ab90244cd9074f119a3eff773efd866bc3df874873186846e0a7a24ff2cc
1661,49,1,Life Sciences,Female,Brand Representative,2,Y,30,c3194bbc-bdc2-4f38-949b-4c39c6854c14,94d4814cc861ef249cb39391e000607a2ecc35b5ece1d0b37cde35e886e050e144c75b0306927f6cbee23e53a5221f7ce000ae8a0123d4ee740157028e1d6c0b
1662,36,4,Medical,Female,Marketing Director,0,Y,4,0ad418df-3c08-49de-96e9-9da2b6eb32ad,eeef185513b7f4ac209344bb9673470d68ab6c75e45f913f82971daf9b815dda63f4710094cc469cd785bdf7ae728aba6cbb9315171ede42add98d2f148f3129
1664,36,2,Life Sciences,Male,Brand Representative,6,Y,13,fc1a34e8-f6d6-4754-866c-0d4e8deddd5f,14ba64f44a49820b7cfdcd5e0ce16a342dd6b2cd0f0961292b5cb80713d2053b11b08d6dd0756e6d34d19290a0ab3a8898d3fb8e599062e0ee1e8bef22901d56
